215.176.176.29,Oregon
107.141.120.94,Arkansas
40.6.42.70,Oklahoma
156.106.34.195,Nevada
241.110.212.63,Arkansas
40.22.238.239,Arizona
24.76.42.159,Tennessee
161.65.19.246,Alaska
66.184.177.158,New York
157.132.215.113,Oklahoma
48.46.240.187,Montana
170.243.155.196,Alabama
51.187.22.206,Arkansas
217.6.164.186,Nebraska
200.44.77.108,Tennessee
119.141.48.171,Oklahoma
201.228.190.109,Alaska
102.244.72.181,North Dakota
96.133.88.201,Utah
14.253.129.195,California
188.142.53.53,Idaho
32.101.95.112,Texas
159.40.38.49,District Of Columbia
181.27.54.176,Oregon
37.11.85.196,Rhode Island
245.148.107.77,District Of Columbia
77.123.129.28,Indiana
203.216.70.102,Massachusetts
123.180.63.122,Georgia
227.98.56.48,Oregon
177.139.125.155,Hawaii
195.91.1.237,Arizona
120.4.204.202,Rhode Island
115.98.5.83,Virginia
177.17.79.99,Texas
14.24.53.252,Illinois
183.248.64.13,Mississippi
87.194.45.198,Connecticut
69.21.145.106,North Dakota
237.220.252.103,Georgia
252.41.5.198,North Dakota
242.228.246.145,Indiana
52.171.114.86,New Hampshire
70.202.6.150,Minnesota
67.217.232.221,Nebraska
169.164.197.152,Florida
40.66.1.91,North Carolina
24.210.17.61,Montana
202.166.182.72,Washington
65.173.253.115,Florida
137.112.221.191,Texas
197.99.229.177,Arizona
134.122.75.98,North Carolina
213.8.92.195,Vermont
150.156.8.141,Oklahoma
189.1.103.36,Utah
134.140.219.25,Utah
28.104.15.143,West Virginia
97.229.165.55,Rhode Island
230.140.63.33,Utah
85.131.236.23,Oregon
7.59.253.94,Massachusetts
221.55.103.214,South Carolina
78.149.188.111,Utah
110.79.66.221,Missouri
141.111.21.61,Minnesota
98.238.63.9,Hawaii
223.127.74.254,Connecticut
33.43.46.10,North Dakota
101.140.197.167,New Hampshire
41.131.205.121,Idaho
109.231.196.214,Vermont
32.108.137.246,Wisconsin
143.63.1.74,North Carolina
176.49.136.44,Maine
58.54.94.150,Washington
254.18.182.111,Indiana
35.92.128.174,Ohio
202.10.204.238,Georgia
179.143.202.80,New Hampshire
211.180.33.192,Missouri
42.209.224.123,Pennsylvania
114.190.48.124,Minnesota
217.131.139.210,Alabama
57.216.116.103,Texas
72.205.95.131,District Of Columbia
209.159.101.29,Maine
150.54.64.174,Texas
139.35.82.250,Georgia
214.134.254.147,Wisconsin
42.246.197.205,Louisiana
237.41.161.42,Missouri
121.102.220.158,Kentucky
37.139.170.175,Rhode Island
40.4.5.85,Minnesota
124.13.53.37,Idaho
12.134.199.9,Minnesota
186.61.26.179,North Dakota
155.72.249.132,West Virginia
219.145.14.40,Arkansas
29.83.198.230,Washington
57.184.121.133,Nebraska
254.221.232.104,Tennessee
159.208.254.46,Louisiana
88.3.177.72,Virginia
180.95.233.65,West Virginia
56.64.183.50,Arizona
156.156.68.140,Wisconsin
196.97.179.243,Missouri
189.254.140.194,Pennsylvania
204.244.112.3,New Jersey
26.5.34.128,District Of Columbia
193.158.218.39,Oregon
155.87.170.117,Florida
183.176.128.23,Maine
105.79.190.51,West Virginia
87.96.18.237,West Virginia
147.115.92.209,Rhode Island
64.240.42.153,Alabama
165.123.92.48,Kansas
114.50.30.137,California
204.182.76.229,Kentucky
99.196.161.27,Vermont
235.213.35.92,North Dakota
67.48.142.131,Georgia
103.168.186.62,Oklahoma
196.192.160.19,Nebraska
151.145.74.27,Georgia
21.131.103.147,Georgia
9.192.70.85,Connecticut
208.48.194.236,Mississippi
230.205.240.235,New Hampshire
119.190.56.138,Oregon
106.45.227.109,Connecticut
178.50.150.15,New York
157.156.22.10,Washington
250.151.6.125,Virginia
158.109.114.226,Colorado
13.41.111.7,California
6.157.70.214,Vermont
194.162.252.82,Connecticut
184.121.198.249,Maine
186.153.52.23,Louisiana
129.180.152.225,Michigan
45.234.200.48,Maine
225.26.142.178,Georgia
208.233.180.183,Pennsylvania
51.247.20.166,Delaware
218.114.16.74,Maine
208.82.130.44,Mississippi
4.204.231.133,Indiana
150.119.214.237,North Carolina
92.166.41.78,North Dakota
236.179.222.65,New Mexico
177.36.105.147,Wisconsin
250.200.129.66,New Jersey
60.243.208.107,New Mexico
56.77.34.118,Delaware
81.75.149.88,Delaware
134.36.47.135,Florida
182.14.135.28,Maryland
10.55.75.150,Tennessee
161.123.64.85,Rhode Island
133.178.52.47,Louisiana
180.26.68.89,Illinois
142.39.193.91,Alabama
146.249.96.118,Massachusetts
125.76.190.153,New Mexico
122.239.43.1,Nebraska
167.166.204.208,Massachusetts
166.220.127.84,Arizona
234.33.31.235,Tennessee
139.208.232.41,Ohio
251.67.20.5,Colorado
138.54.247.93,Georgia
77.198.70.149,North Dakota
189.9.113.43,West Virginia
52.40.76.166,Minnesota
54.218.156.46,Iowa
142.146.84.117,Alabama
185.15.136.89,West Virginia
193.188.36.11,Maryland
167.175.253.214,South Carolina
195.161.169.158,Ohio
222.50.179.99,Tennessee
137.211.35.38,South Carolina
22.227.211.14,Utah
236.194.94.11,Connecticut
27.196.178.40,Delaware
243.225.21.82,Alaska
102.27.252.46,Kansas
122.73.105.44,Pennsylvania
91.155.223.117,Washington
110.100.169.247,Utah
28.13.137.138,Mississippi
241.129.109.3,Illinois
47.254.143.100,New Jersey
12.74.90.155,Alabama
186.186.98.29,District Of Columbia
145.43.164.37,Louisiana
250.33.230.91,Pennsylvania
7.25.155.120,Connecticut
96.183.68.182,New Jersey
246.231.64.166,Washington
232.159.214.147,Michigan
214.94.222.36,Michigan
23.116.202.164,West Virginia
207.125.1.220,New Hampshire
98.217.132.111,Massachusetts
143.112.78.79,Iowa
30.114.23.41,New Mexico
187.62.9.156,Delaware
83.254.29.247,Tennessee
210.222.58.74,Connecticut
185.35.160.223,Georgia
121.184.103.198,Alabama
155.49.60.124,Alaska
180.241.97.72,Arkansas
227.190.221.42,Montana
54.36.60.77,Michigan
57.164.128.156,Connecticut
199.30.46.102,Iowa
192.46.180.6,Mississippi
104.86.199.200,Missouri
75.96.20.24,Colorado
82.153.253.204,Illinois
79.5.83.187,Utah
15.62.164.241,South Carolina
145.140.43.74,New Mexico
51.75.147.154,Virginia
177.133.198.143,California
38.192.40.149,West Virginia
182.74.94.116,Iowa
137.11.137.239,Virginia
56.166.55.139,Hawaii
161.233.52.212,South Dakota
180.190.73.107,Rhode Island
95.93.177.29,Tennessee
24.91.135.166,Illinois
235.253.124.213,Maryland
4.16.85.152,Tennessee
7.194.154.132,Iowa
68.193.19.107,Ohio
212.101.145.22,Tennessee
206.32.152.44,Maryland
81.146.73.193,Florida
131.132.225.35,Vermont
215.60.148.201,South Dakota
73.250.110.111,North Carolina
189.12.108.139,Minnesota
162.115.223.189,Hawaii
95.206.125.59,Montana
180.108.159.94,Mississippi
127.35.250.82,Ohio
71.13.138.233,Idaho
10.236.235.158,Minnesota
221.161.127.29,New York
237.136.124.142,California
104.165.41.66,Tennessee
144.38.27.135,District Of Columbia
234.97.208.197,Nebraska
35.14.48.149,Delaware
158.75.214.98,Washington
212.147.97.150,Mississippi
133.98.146.68,Georgia
1.38.192.227,New York
135.194.198.161,South Dakota
30.81.72.14,Vermont
145.199.58.131,Utah
57.20.180.29,Maine
235.54.61.47,Georgia
73.64.152.99,Florida
194.12.198.197,Rhode Island
195.135.88.189,Connecticut
153.103.222.179,New Jersey
250.61.107.78,South Carolina
93.97.49.227,New Hampshire
61.165.107.5,New York
118.205.148.126,California
101.174.54.112,Virginia
39.224.124.59,Louisiana
197.200.226.253,Arkansas
150.176.126.116,Connecticut
222.234.146.123,Delaware
189.233.253.32,North Dakota
7.67.150.57,Nebraska
212.91.119.169,Mississippi
96.79.148.29,New Jersey
150.211.244.53,North Dakota
219.152.130.102,Pennsylvania
193.208.79.251,District Of Columbia
72.108.85.57,Ohio
188.161.28.15,Wisconsin
42.2.185.125,Colorado
189.239.174.90,Tennessee
142.175.121.36,Ohio
238.54.121.221,Kentucky
204.227.212.41,Georgia
120.205.168.176,New Mexico
29.114.202.15,Pennsylvania
183.229.107.50,Kentucky
17.185.221.184,Alabama
80.57.226.46,Virginia
191.185.65.143,Indiana
140.192.196.210,Idaho
50.35.1.191,Arizona
120.54.226.118,Oklahoma
91.113.154.72,Kentucky
154.111.127.34,Colorado
138.144.78.38,Massachusetts
160.220.17.247,Texas
23.132.245.25,Alabama
254.173.199.46,Alabama
82.131.36.66,Virginia
12.231.107.205,South Carolina
189.192.6.122,Minnesota
226.101.216.154,Alabama
133.203.121.158,Rhode Island
236.108.102.24,Rhode Island
163.59.209.157,North Carolina
96.6.234.239,District Of Columbia
24.121.163.15,Hawaii
46.95.109.197,Hawaii
85.182.80.240,Connecticut
181.16.56.27,Georgia
77.1.176.153,Missouri
128.77.244.58,Florida
146.208.163.153,North Dakota
139.240.27.244,Illinois
19.221.246.9,Utah
54.233.115.197,Michigan
122.190.217.155,Maine
21.239.207.101,Alabama
65.16.14.15,Kansas
191.223.103.248,Nevada
26.63.95.147,Kentucky
134.152.115.56,Connecticut
216.137.211.24,Tennessee
117.34.162.216,Vermont
11.114.127.250,New York
28.212.204.192,South Carolina
87.202.192.213,Connecticut
108.52.245.44,Missouri
230.178.178.160,Idaho
237.198.232.59,Utah
254.138.243.161,Delaware
19.105.102.236,North Dakota
179.78.167.34,Arkansas
92.184.153.195,Iowa
83.74.229.244,Maine
138.8.85.109,North Dakota
152.206.49.105,Nebraska
204.165.108.127,Massachusetts
224.126.164.226,Washington
165.47.146.37,New Jersey
197.236.10.229,Connecticut
203.132.112.132,Pennsylvania
171.123.192.144,South Carolina
92.248.47.184,California
197.214.145.80,Oklahoma
196.47.189.135,Texas
214.168.141.43,Arizona
49.201.121.169,California
176.35.201.47,Georgia
140.222.42.217,Wisconsin
248.223.60.2,Mississippi
13.50.49.179,Wisconsin
174.214.236.220,North Dakota
249.137.240.50,Louisiana
122.170.168.44,Michigan
180.209.140.94,Kansas
199.77.75.114,District Of Columbia
82.9.214.118,Utah
227.241.51.174,Delaware
127.219.233.113,Texas
153.168.126.205,Alaska
72.4.2.220,Ohio
183.224.203.162,West Virginia
237.197.145.37,Idaho
51.153.138.175,Arizona
170.130.16.220,South Dakota
174.102.240.68,Connecticut
187.132.154.107,Louisiana
136.252.63.249,Texas
246.122.21.250,Georgia
200.84.24.123,Utah
15.155.195.14,West Virginia
253.212.102.188,Arkansas
132.222.244.206,Oklahoma
215.247.78.131,Massachusetts
148.119.106.249,Nevada
5.24.89.253,Kansas
158.204.88.121,Pennsylvania
104.219.226.4,District Of Columbia
52.133.107.73,Pennsylvania
154.86.111.158,Oregon
137.151.187.31,Alaska
65.191.169.122,Indiana
168.173.107.79,Illinois
196.41.32.61,Maine
163.253.169.197,District Of Columbia
103.123.230.181,Alabama
214.43.99.213,North Dakota
127.220.101.188,Texas
5.25.150.95,Arizona
223.128.78.156,Montana
129.192.95.143,North Carolina
244.222.1.198,Illinois
40.231.70.83,California
33.151.23.143,Nevada
176.222.43.201,Maryland
137.23.101.127,South Carolina
140.25.101.75,Nebraska
85.11.190.53,Alaska
15.53.33.175,Vermont
36.148.94.245,Oregon
86.120.2.232,North Carolina
244.251.206.134,Georgia
1.219.35.170,Alabama
153.54.235.202,California
160.78.193.51,Montana
63.44.98.137,Virginia
4.118.102.220,Washington
140.217.58.239,Virginia
109.217.46.10,Texas
119.89.162.186,Wisconsin
68.158.40.105,Maryland
37.209.159.134,Ohio
240.7.210.137,Louisiana
214.156.98.125,Colorado
33.58.254.53,Wisconsin
85.131.178.193,Massachusetts
56.61.100.7,Ohio
24.53.196.105,Texas
221.218.101.239,Utah
97.124.200.216,South Carolina
170.252.77.125,Massachusetts
77.197.145.229,Missouri
249.151.161.84,South Carolina
159.44.207.117,North Carolina
207.100.66.215,Hawaii
134.93.125.218,North Dakota
27.219.230.147,Wisconsin
101.239.151.63,Delaware
92.53.252.211,Alabama
184.228.94.6,Pennsylvania
51.166.171.144,Rhode Island
147.129.252.48,Oklahoma
131.100.52.5,Illinois
108.181.200.97,Alaska
4.115.176.55,Arkansas
78.218.11.17,South Dakota
41.126.234.149,Indiana
132.99.28.241,District Of Columbia
67.2.128.130,Tennessee
228.246.1.33,Hawaii
207.124.19.116,Arizona
113.158.240.102,Pennsylvania
6.82.54.151,Wisconsin
156.122.113.175,Arkansas
17.5.138.47,Connecticut
175.149.56.109,Washington
97.45.141.252,Utah
184.97.113.66,West Virginia
23.99.168.180,Nevada
155.40.16.26,Wisconsin
187.101.40.84,California
191.139.251.166,North Dakota
106.128.93.9,Delaware
83.7.101.99,California
141.100.72.231,Iowa
52.210.186.227,District Of Columbia
137.185.190.53,Maine
26.105.168.37,Kansas
51.50.229.113,Texas
56.86.58.164,Tennessee
205.158.166.226,Virginia
217.248.228.244,Rhode Island
161.192.133.249,Vermont
151.197.50.69,California
68.109.74.92,Georgia
152.172.228.138,North Carolina
106.193.203.17,Michigan
213.27.73.184,Kansas
35.28.114.174,Alaska
43.163.246.18,District Of Columbia
30.203.106.156,Connecticut
137.180.251.8,Nebraska
31.204.126.203,Alabama
53.103.182.244,New York
161.88.223.174,Oregon
94.248.104.215,New York
2.146.151.40,Missouri
177.243.60.13,Oregon
72.14.251.116,Nebraska
109.133.238.145,Illinois
252.55.218.232,Rhode Island
98.198.44.71,Alaska
69.243.78.85,New Hampshire
236.14.111.188,Alaska
72.54.149.220,North Dakota
99.227.88.222,Colorado
238.34.134.59,New Hampshire
163.183.28.133,District Of Columbia
169.50.142.153,Oklahoma
247.169.238.105,Vermont
43.82.211.78,Massachusetts
100.216.146.3,West Virginia
215.150.75.110,Indiana
147.120.3.9,Alabama
105.247.42.49,Indiana
129.177.27.212,Illinois
168.14.10.69,Tennessee
167.151.35.57,Vermont
51.198.209.29,Texas
215.226.85.233,Michigan
71.100.232.49,Missouri
153.179.237.244,Nebraska
84.184.222.37,Virginia
72.96.113.221,Maine
176.181.183.211,Texas
98.161.17.6,Montana
4.75.66.113,North Carolina
94.118.245.115,Mississippi
168.70.123.60,Kentucky
186.150.105.224,New York
226.222.34.34,North Carolina
233.229.176.250,New York
228.154.247.126,Pennsylvania
33.204.235.254,New Hampshire
41.200.196.156,Arizona
232.223.226.184,Vermont
223.70.104.234,Georgia
174.106.175.91,Utah
113.130.83.110,Maryland
181.150.152.97,Colorado
187.65.251.91,California
78.95.177.210,Illinois
34.106.37.61,New Jersey
86.48.185.221,Connecticut
251.188.122.58,Oregon
127.170.156.86,Delaware
48.6.43.238,Idaho
108.37.114.252,Alabama
160.204.65.54,Kentucky
95.147.108.228,Mississippi
221.117.223.75,South Carolina
12.49.178.247,New Hampshire
210.75.28.123,Utah
74.101.129.217,California
93.156.184.248,Pennsylvania
144.102.77.58,Hawaii
93.3.168.68,California
109.72.36.248,Florida
81.183.231.34,Delaware
119.114.120.188,Delaware
32.168.216.32,Massachusetts
225.97.195.219,California
163.10.142.149,South Dakota
197.132.229.16,Arkansas
204.237.93.141,Hawaii
119.188.172.213,Rhode Island
154.173.9.122,Florida
65.68.224.5,North Dakota
176.93.209.166,Washington
199.118.18.179,Maine
66.246.194.228,Arizona
159.129.109.30,West Virginia
17.30.14.116,Missouri
47.2.20.218,Pennsylvania
49.133.250.66,Louisiana
166.63.235.19,Hawaii
1.15.52.191,Washington
7.219.245.75,Rhode Island
173.242.252.147,New York
136.228.3.64,Ohio
238.23.36.246,Indiana
143.44.90.117,North Carolina
125.6.63.82,Connecticut
173.145.149.160,Tennessee
94.215.233.1,Tennessee
169.216.44.121,Arkansas
175.133.173.78,Oregon
238.24.113.157,North Carolina
42.1.170.67,South Dakota
188.197.191.240,South Carolina
66.14.48.192,South Dakota
184.78.209.101,Alabama
3.231.141.5,Oklahoma
55.123.126.36,Idaho
167.168.202.222,North Carolina
59.185.65.28,Wisconsin
36.5.176.29,Michigan
192.84.66.141,Nebraska
118.212.32.160,Utah
105.238.19.73,Washington
116.170.110.188,Washington
150.217.200.62,Nebraska
160.230.136.62,Arizona
98.217.207.138,West Virginia
133.134.148.142,Michigan
172.86.204.138,Tennessee
112.206.36.126,California
118.145.210.216,Colorado
205.57.141.201,Oklahoma
179.115.198.4,Nebraska
49.177.78.94,Indiana
101.230.253.79,Indiana
42.49.23.186,Montana
45.155.142.123,Michigan
121.40.115.105,Texas
16.116.73.225,Oregon
32.77.165.60,Washington
251.248.211.80,West Virginia
253.190.51.154,Georgia
243.89.75.251,District Of Columbia
192.216.117.192,Alaska
29.55.159.189,Montana
118.34.190.31,Texas
101.163.53.85,Connecticut
190.170.82.43,Nebraska
34.61.245.168,Alaska
5.122.184.58,Hawaii
112.71.8.158,Idaho
238.144.40.12,California
27.244.178.96,Louisiana
150.133.33.112,Pennsylvania
108.114.152.233,Maine
59.12.151.111,Utah
183.104.252.154,North Dakota
103.105.20.36,Oregon
187.73.194.13,Oklahoma
148.28.204.172,New Mexico
192.243.199.103,Delaware
37.97.194.163,Maryland
142.38.79.95,Alabama
76.66.66.87,West Virginia
106.235.111.79,New York
156.100.205.53,Washington
209.218.218.77,Indiana
15.18.192.232,Montana
56.22.43.79,Montana
185.215.192.251,Minnesota
130.94.242.20,Indiana
13.53.105.30,Maine
14.249.27.31,Virginia
184.168.25.65,Alaska
175.41.185.111,Minnesota
194.5.46.184,Kentucky
113.72.110.226,Oklahoma
237.218.36.7,Virginia
214.169.237.64,Massachusetts
138.226.118.106,North Dakota
191.103.84.13,Vermont
239.123.23.104,Maryland
40.57.97.214,Maryland
157.4.35.88,New Jersey
47.121.206.222,South Dakota
212.226.142.164,Alaska
7.20.237.44,Kentucky
201.147.5.84,Pennsylvania
94.22.130.128,Vermont
207.34.202.164,Maine
202.98.71.20,Tennessee
186.240.167.175,North Dakota
232.185.196.132,Delaware
190.30.85.132,Connecticut
154.37.244.245,Rhode Island
124.58.152.97,Nevada
11.11.159.194,Florida
157.167.126.103,Florida
193.34.205.162,Maine
227.241.47.91,Nevada
42.104.21.141,New Hampshire
18.231.5.164,New Jersey
118.118.129.209,Alaska
108.123.5.39,Nebraska
180.239.100.251,Washington
149.77.138.140,Texas
50.38.57.157,District Of Columbia
147.165.165.167,Kansas
100.215.2.76,Indiana
193.48.179.92,Arizona
187.167.87.237,District Of Columbia
238.81.242.224,Pennsylvania
166.188.227.18,Kansas
188.203.28.25,Alaska
205.26.217.244,Ohio
130.105.74.86,Oregon
111.209.224.98,Alabama
214.55.230.71,Maryland
3.198.53.166,Connecticut
85.1.153.15,New Jersey
94.150.174.253,New Hampshire
125.91.14.225,Missouri
251.23.48.244,New Mexico
243.92.15.41,Connecticut
215.83.253.148,New Mexico
232.188.12.21,New Jersey
96.124.43.156,Hawaii
239.108.167.150,South Carolina
34.84.19.207,Hawaii
244.184.137.9,Vermont
140.235.218.194,Delaware
114.182.152.76,Montana
72.152.199.238,Nebraska
145.103.187.133,Tennessee
230.180.182.126,California
153.196.97.56,Indiana
130.25.74.21,Maine
77.143.3.2,Tennessee
244.140.79.175,North Carolina
76.45.229.164,West Virginia
49.210.243.186,Texas
246.178.157.227,Alaska
249.217.6.3,Minnesota
209.144.69.127,Tennessee
248.164.118.231,Hawaii
20.44.181.91,California
197.104.200.17,Louisiana
149.44.73.28,Colorado
141.56.248.77,Maryland
59.177.191.66,Arizona
39.87.111.220,Nevada
170.97.231.108,Rhode Island
226.233.151.170,Arizona
251.158.84.55,Pennsylvania
216.171.111.209,Wisconsin
90.139.156.143,Arkansas
187.97.72.123,Wisconsin
178.19.70.60,Vermont
69.71.42.23,Vermont
204.204.110.119,Kansas
251.142.118.218,New Mexico
184.249.168.205,Kentucky
230.197.22.195,California
168.176.104.198,Maine
7.36.244.241,Utah
168.132.171.212,New York
110.115.55.12,Georgia
